row_idx,subject_id,sentence_index,task_name,split_name,pickle_file,target_string,seq_len
6097,ZPH,126,task3-TSR-2.0,train,v1-task2-NR-ZPH-126.pickle,"King was born in Atlanta, Georgia to the Rev. Martin Luther King, Sr. and Alberta Williams King.",13
6098,ZPH,127,task3-TSR-2.0,train,v1-task2-NR-ZPH-127.pickle,He graduated from Morehouse College with a Bachelor of Arts degree in Sociology in 1948.,9
6099,ZPH,128,task3-TSR-2.0,train,v1-task2-NR-ZPH-128.pickle,"His application to Yale Divinity School was rejected, and he graduated from Crozer Theological Seminary in Chester, Pennsylvania [1] with a Bachelor of Divinity in 1951.",20
6100,ZPH,129,task3-TSR-2.0,train,v1-task2-NR-ZPH-129.pickle,He received his Ph.D. in Systematic theology from Boston University in 1955.,8
6101,ZPH,13,task3-TSR-2.0,train,v1-task2-NR-ZPH-13.pickle,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",31
6102,ZPH,130,task3-TSR-2.0,train,v1-task2-NR-ZPH-130.pickle,"Gail Davis (born October 5, 1925; died March 15, 1997) was an American actress.",11
6103,ZPH,131,task3-TSR-2.0,train,v1-task2-NR-ZPH-131.pickle,"She and her husband moved to Hollywood, California to pursue a career in motion pictures and in 1947, as ""Gail Davis,"" she made her motion picture debut in a comedy film short.",22
6104,ZPH,132,task3-TSR-2.0,train,v1-task2-NR-ZPH-132.pickle,She then appeared in minor roles in another four films until landing a supporting role under star Roy Rogers in a 1948 Western film called The Far Frontier.,23
6105,ZPH,133,task3-TSR-2.0,train,v1-task2-NR-ZPH-133.pickle,"Between then and 1953, Davis appeared in more than three dozen films, of which all but three were in the Western genre and that included fourteen films with the singing cowboy star, Gene Autry.",28
6106,ZPH,134,task3-TSR-2.0,train,v1-task2-NR-ZPH-134.pickle,"In 1950, she began to guest star in television Westerns, notably in the ""Lone Ranger"" and ""Cisco Kid"" series plus more than a dozen appearances on the ""Gene Autry Show"".",22
6107,ZPH,135,task3-TSR-2.0,train,v1-task2-NR-ZPH-135.pickle,"Gail Davis passed away from cancer in 1997 in Los Angeles, California and was interred there in the Forest Lawn - Hollywood Hills Cemetery.",20
6108,ZPH,136,task3-TSR-2.0,train,v1-task2-NR-ZPH-136.pickle,"The daughter of a small town medical doctor, she was born Betty Jeanne Grayson in a hospital at Little Rock, Arkansas.",16
6109,ZPH,137,task3-TSR-2.0,train,v1-task2-NR-ZPH-137.pickle,"Her family lived in McGehee, Arkansas where she was raised until they moved to Little Rock.",13
6110,ZPH,138,task3-TSR-2.0,train,v1-task2-NR-ZPH-138.pickle,"She had been singing and dancing since childhood and after graduating from high scool in Little Rock, she went to study drama at girl's college in Bryn Mawr, Pennsylvania before completing her education at the University of Texas in Austin.",31
6111,ZPH,139,task3-TSR-2.0,train,v1-task2-NR-ZPH-139.pickle,"Between 1954 and 1956, Gail Davis starred as the Western sharpshooter, Annie Oakley in the Annie Oakley television series on the ABC network.",20
6112,ZPH,14,task3-TSR-2.0,train,v1-task2-NR-ZPH-14.pickle,He is of three quarters Irish and one quarter French descent.,9
6113,ZPH,140,task3-TSR-2.0,train,v1-task2-NR-ZPH-140.pickle,"Elvis Aron Presley (January 8, 1935 - August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",21
6114,ZPH,141,task3-TSR-2.0,train,v1-task2-NR-ZPH-141.pickle,"The movies Jailhouse Rock (1957), King Creole (1958), and Flaming Star (1960) are widely regarded as his best among film critics.",15
6115,ZPH,142,task3-TSR-2.0,train,v1-task2-NR-ZPH-142.pickle,"Among fans, Blue Hawaii (1961) and Viva Las Vegas (1964) are also highly praised.",11
6116,ZPH,143,task3-TSR-2.0,train,v1-task2-NR-ZPH-143.pickle,"Elvis Aron Presley was born in a two-room house in East Tupelo, Mississippi to Vernon Elvis Presley and Gladys Love Smith.",16
6117,ZPH,144,task3-TSR-2.0,train,v1-task2-NR-ZPH-144.pickle,"Elvis Presley was raised both in East Tupelo (which merged with Tupelo in 1948) and later in Memphis, Tennessee, where his family moved when he was 13.",16
6118,ZPH,145,task3-TSR-2.0,train,v1-task2-NR-ZPH-145.pickle,Elvis had a twin brother (Jesse Garon Presley) who died at birth.,11
6119,ZPH,146,task3-TSR-2.0,train,v1-task2-NR-ZPH-146.pickle,"Beginning with Love Me Tender (opened on November 15, 1956), Presley starred in 31 motion pictures, having signed to multiple long-term contracts on the advice of his manager.",22
6120,ZPH,147,task3-TSR-2.0,train,v1-task2-NR-ZPH-147.pickle,"Elvis was praised by all his directors, including the highly respected Michael Curtiz, as unfailingly polite and extremely hardworking.",14
6121,ZPH,148,task3-TSR-2.0,train,v1-task2-NR-ZPH-148.pickle,"Niels Fabian Helge von Koch (January 25, 1870 - March 11, 1924) was a Swedish mathematician, who gave his name to the famous fractal known as the Koch curve, which was one of the earliest fractal curves to have been described.",32
6122,ZPH,149,task3-TSR-2.0,train,v1-task2-NR-ZPH-149.pickle,"His grandfather, Nils Samuel von Koch (1801-1881), was the Attorney-General (""Justitiekansler"") of Sweden.",14
6123,ZPH,15,task3-TSR-2.0,train,v1-task2-NR-ZPH-15.pickle,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",39
6124,ZPH,150,task3-TSR-2.0,train,v1-task2-NR-ZPH-150.pickle,"John Quincy Adams (July 11, 1767 - February 23, 1848) was the sixth (1825-1829) President of the United States.",16
6125,ZPH,151,task3-TSR-2.0,train,v1-task2-NR-ZPH-151.pickle,"The son of President John Adams and First Lady Abigail Smith, he was the only son of a former President to become President himself until George W. Bush took office in 2001.",24
6126,ZPH,152,task3-TSR-2.0,train,v1-task2-NR-ZPH-152.pickle,"He was Secretary of State in the Cabinet of President James Monroe from 1817 to 1825, a tenure during which he was instrumental in the acquisition of Florida and in keeping the United States from becoming dependent on England.",28
6127,ZPH,153,task3-TSR-2.0,train,v1-task2-NR-ZPH-153.pickle,Adams's son Charles Francis also pursued a career in politics.,9
6128,ZPH,154,task3-TSR-2.0,train,v1-task2-NR-ZPH-154.pickle,"While serving as Secretary of State under President James Monroe, Adams negotiated the Adams-Onis Treaty with Spain and devised the Monroe Doctrine, both of which were of long lasting importance.",25
6129,ZPH,155,task3-TSR-2.0,train,v1-task2-NR-ZPH-155.pickle,"Adams was born in Braintree, Massachusetts in a part of town which eventually became the separate town of Quincy.",16
6130,ZPH,156,task3-TSR-2.0,train,v1-task2-NR-ZPH-156.pickle,He acquired his early education in Europe at venerable institutions such as the University of Leiden while accompanying his father while the elder Adams was serving as an American envoy to France and later the Netherlands during the Revolutionary War.,30
6131,ZPH,157,task3-TSR-2.0,train,v1-task2-NR-ZPH-157.pickle,He graduated from Harvard University in 1787 and was elected to Phi Beta Kappa.,11
6132,ZPH,158,task3-TSR-2.0,train,v1-task2-NR-ZPH-158.pickle,He studied law after which he was admitted to the bar and commenced practice in Boston.,12
6133,ZPH,159,task3-TSR-2.0,train,v1-task2-NR-ZPH-159.pickle,"Adams was elected to the U.S. House of Representatives in 1830, one of only two U.S. Presidents to serve in Congress after having been President.",20
6134,ZPH,16,task3-TSR-2.0,train,v1-task2-NR-ZPH-16.pickle,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",15
6135,ZPH,160,task3-TSR-2.0,train,v1-task2-NR-ZPH-160.pickle,"Although Adams lost in both the popular and electoral votes in the Presidential election of 1824, none of the candidates were able to secure a majority of the electoral vote, thereby putting the outcome in the hands of the House of Representatives, which to the surprise of many elected Adams over rival Andrew Jackson.",41
6136,ZPH,161,task3-TSR-2.0,train,v1-task2-NR-ZPH-161.pickle,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.",20
6137,ZPH,162,task3-TSR-2.0,train,v1-task2-NR-ZPH-162.pickle,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.",27
6138,ZPH,163,task3-TSR-2.0,train,v1-task2-NR-ZPH-163.pickle,"President George Washington appointed him Minister to the Netherlands in 1794, Minister to Portugal in 1796 and Minister to Prussia in 1797.",16
6139,ZPH,164,task3-TSR-2.0,train,v1-task2-NR-ZPH-164.pickle,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.",13
6140,ZPH,165,task3-TSR-2.0,train,v1-task2-NR-ZPH-165.pickle,Adams received one electoral vote in the presidential election of 1820.,10
6141,ZPH,166,task3-TSR-2.0,train,v1-task2-NR-ZPH-166.pickle,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",26
6142,ZPH,167,task3-TSR-2.0,train,v1-task2-NR-ZPH-167.pickle,"Aldous Leonard Huxley (July 26, 1894 - November 22, 1963) was a British writer who emigrated to the United States.",15
6143,ZPH,168,task3-TSR-2.0,train,v1-task2-NR-ZPH-168.pickle,He was a member of the famous Huxley family who produced a number of brilliant scientific minds.,12
6144,ZPH,169,task3-TSR-2.0,train,v1-task2-NR-ZPH-169.pickle,"He wrote great novels on dehumanising aspects of scientific progress, most famously Brave New World, and on pacifist themes (e.g. Eyeless in Gaza).",20
6145,ZPH,17,task3-TSR-2.0,train,v1-task2-NR-ZPH-17.pickle,He was married to actress Kim Basinger from 1993 to 2002.,9
6146,ZPH,170,task3-TSR-2.0,train,v1-task2-NR-ZPH-170.pickle,Huxley was strongly influenced by F. Matthias Alexander and included him as a character in Eyeless in Gaza.,14
6147,ZPH,171,task3-TSR-2.0,train,v1-task2-NR-ZPH-171.pickle,"Huxley was born in Godalming, Surrey, England.",7
6148,ZPH,172,task3-TSR-2.0,train,v1-task2-NR-ZPH-172.pickle,"He was the son of the writer Leonard Huxley by his first wife, Julia Arnold; and grandson of Thomas Henry Huxley, one of the most important naturalists of the 19th Century, a man known as ""Darwin's Bulldog.""",27
6149,ZPH,173,task3-TSR-2.0,train,v1-task2-NR-ZPH-173.pickle,His brother Julian Huxley was a biologist also noted for his evolutionary theories.,10
6150,ZPH,174,task3-TSR-2.0,train,v1-task2-NR-ZPH-174.pickle,"John Wells (November 17, 1936 - January 11, 1998) was a British actor, writer and satirist.",12
6151,ZPH,175,task3-TSR-2.0,train,v1-task2-NR-ZPH-175.pickle,"Wells began his television career as a writer on That Was The Week That Was, the 1960s weekly satire show that launched the careers of David Frost and Millicent Martin, among others.",25
6152,ZPH,176,task3-TSR-2.0,train,v1-task2-NR-ZPH-176.pickle,"Besides making cameo appearances in films such as Casino Royale (1967), television dramas like Casanova (1987), and comedy shows like Yes, Minister, he also wrote television scripts and screenplays, notably Princess Caraboo (1994).",26
6153,ZPH,177,task3-TSR-2.0,train,v1-task2-NR-ZPH-177.pickle,In 1997 he appeared in the BBC situation comedy Chalk.,10
6154,ZPH,178,task3-TSR-2.0,train,v1-task2-NR-ZPH-178.pickle,Bartholomew J. Simpson (voiced by Nancy Cartwright) is a fictional character featured in the animated television series The Simpsons.,16
6155,ZPH,179,task3-TSR-2.0,train,v1-task2-NR-ZPH-179.pickle,He is the 10-year-old son of Homer and Marge Simpson and older brother of Lisa and Maggie.,11
6156,ZPH,18,task3-TSR-2.0,train,v1-task2-NR-ZPH-18.pickle,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",17
6157,ZPH,180,task3-TSR-2.0,train,v1-task2-NR-ZPH-180.pickle,"Roy Stanley Geiger (January 25, 1885 - January 23, 1947) was a United States Marine Corps general who, during World War II, became the first Marine to lead an army.",21
6158,ZPH,181,task3-TSR-2.0,train,v1-task2-NR-ZPH-181.pickle,"Geiger was born in Middleburg, Florida.",5
6159,ZPH,182,task3-TSR-2.0,train,v1-task2-NR-ZPH-182.pickle,"He attended Florida State Normal and Industrial College and received an LLB from Stetson University, after which he enlisted in the Marine Corps.",18
6160,ZPH,183,task3-TSR-2.0,train,v1-task2-NR-ZPH-183.pickle,He was commissioned a Second Lieutenant on 5 February 1909.,9
6161,ZPH,184,task3-TSR-2.0,train,v1-task2-NR-ZPH-184.pickle,"Following attendance at the Marine Officers' School at Port Royal, South Carolina, he served as a member of the Marine detachments aboard Wisconsin (BB-9) and Delaware (BB-28).",22
6162,ZPH,185,task3-TSR-2.0,train,v1-task2-NR-ZPH-185.pickle,For his part in this action he was awarded the Distinguished Service Medal.,10
6163,ZPH,186,task3-TSR-2.0,train,v1-task2-NR-ZPH-186.pickle,"Geiger commanded the III Amphibious Corps in the battle of Okinawa, where he assumed command of the U.S. Tenth Army upon the combat death of Lt. General Simon Bolivar Buckner, Commanding General of the Tenth Army.",33
6164,ZPH,187,task3-TSR-2.0,train,v1-task2-NR-ZPH-187.pickle,Geiger led the Tenth Army until relieved by General Joseph Stilwell.,10
6165,ZPH,188,task3-TSR-2.0,train,v1-task2-NR-ZPH-188.pickle,"Culbert Levy Olson (November 7, 1876 - April 13, 1962) was a U.S. politician.",9
6166,ZPH,189,task3-TSR-2.0,train,v1-task2-NR-ZPH-189.pickle,"He was born in Fillmore, Utah to Daniel Olson and his wife Delilah King.",12
6167,ZPH,19,task3-TSR-2.0,train,v1-task2-NR-ZPH-19.pickle,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly.",18
6168,ZPH,190,task3-TSR-2.0,train,v1-task2-NR-ZPH-190.pickle,"He served as the Governor of California from January 2, 1939 until January 4, 1943, and was the only Democrat elected to that office between 1898 and 1954.",23
6169,ZPH,191,task3-TSR-2.0,train,v1-task2-NR-ZPH-191.pickle,In his 1942 bid for re-election he was defeated by state Attorney General Earl Warren.,14
6170,ZPH,192,task3-TSR-2.0,train,v1-task2-NR-ZPH-192.pickle,He later became president of the United Secularists of America.,8
6171,ZPH,193,task3-TSR-2.0,train,v1-task2-NR-ZPH-193.pickle,"He died in Los Angeles at age 85, and was buried in Forest Lawn Memorial Park Cemetery in suburban Glendale.",16
6172,ZPH,194,task3-TSR-2.0,train,v1-task2-NR-ZPH-194.pickle,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio - October 8, 1972, New York City) was a U.S.",14
6173,ZPH,195,task3-TSR-2.0,train,v1-task2-NR-ZPH-195.pickle,Senator from Connecticut and a Wall Street executive banker with Brown Brothers Harriman.,13
6174,ZPH,196,task3-TSR-2.0,train,v1-task2-NR-ZPH-196.pickle,"His son, George H. W. Bush, and grandson George W. Bush would both later become U.S. presidents.",14
6175,ZPH,197,task3-TSR-2.0,train,v1-task2-NR-ZPH-197.pickle,His father was Samuel Prescott Bush and his mother was Flora Sheldon.,11
6176,ZPH,198,task3-TSR-2.0,train,v1-task2-NR-ZPH-198.pickle,"He married Dorothy Walker, George Herbert Walker's daughter, on August 6, 1921, and together they had five children, including George H. W. Bush (named after George Herbert Walker), Prescott Bush, Jr., Jonathan Bush, William Bush, and Nancy Bush.",32
6177,ZPH,199,task3-TSR-2.0,train,v1-task2-NR-ZPH-199.pickle,"Among those attending the Kennebunkport, Maine wedding ceremony were Isabel Stillman Rockefeller (daughter of Percy Rockefeller), Hope Lincoln, Mary Keck, Elizabeth Trotter, Martha Pittman, Ruth Lionberger, Nancy Walker, George Herbert Walker, Knight Wooley, Frank Shephard, John Shepley, Richard Bentley, Henry Isham, William Potter Wear, and Henry Fenimore Cooper.",46
6178,ZPH,2,task3-TSR-2.0,train,v1-task2-NR-ZPH-2.pickle,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",19
6179,ZPH,20,task3-TSR-2.0,train,v1-task2-NR-ZPH-20.pickle,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,14
6180,ZPH,200,task3-TSR-2.0,train,v1-task2-NR-ZPH-200.pickle,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.",25
6181,ZPH,201,task3-TSR-2.0,train,v1-task2-NR-ZPH-201.pickle,"When it merged with Brown Brothers in 1931, he became a partner in the new firm of Brown Brothers Harriman.",14
6182,ZPH,202,task3-TSR-2.0,train,v1-task2-NR-ZPH-202.pickle,"Bush called it ""my good fortune"" to work with close friends, including Yale classmates (and members of the Skull and Bones) E. Roland Harriman, Knight Woolley, and Ellery James, as well as Robert A. Lovett and Thomas McCance.",29
6183,ZPH,204,task3-TSR-2.0,train,v1-task2-NR-ZPH-204.pickle,"After graduation, he served as a field artillery captain with the American Expeditionary Forces (1917-1919) during World War I.",16
6184,ZPH,205,task3-TSR-2.0,train,v1-task2-NR-ZPH-205.pickle,He received training in intelligence at Verdun and was briefly assigned to a staff of French officers.,13
6185,ZPH,206,task3-TSR-2.0,train,v1-task2-NR-ZPH-206.pickle,"Alternating between intelligence and artillery, Bush came under fire in the Meuse-Argonne offensive.",12
6186,ZPH,207,task3-TSR-2.0,train,v1-task2-NR-ZPH-207.pickle,"The Bushes moved to Columbus, Ohio, in 1923, where Bush worked for the Hupp Products Company, where his business efforts generally failed.",19
6187,ZPH,208,task3-TSR-2.0,train,v1-task2-NR-ZPH-208.pickle,"He left in November 1923 to become president of sales for Stedman Products of South Braintree, Massachusetts.",15
6188,ZPH,209,task3-TSR-2.0,train,v1-task2-NR-ZPH-209.pickle,"In 1925, he joined the United States Rubber Company (based in New York City) as manager of the foreign division, and moved to Greenwich, Connecticut.",21
6189,ZPH,21,task3-TSR-2.0,train,v1-task2-NR-ZPH-21.pickle,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends.",15
6190,ZPH,210,task3-TSR-2.0,train,v1-task2-NR-ZPH-210.pickle,"In 1952 he was elected to the U.S. Senate (Republican, Connecticut), defeating Abraham Ribicoff for the vacancy caused by the death of James O'Brien McMahon.",18
6191,ZPH,211,task3-TSR-2.0,train,v1-task2-NR-ZPH-211.pickle,"He served until January 1963, and was a staunch supporter of President Dwight D. Eisenhower.",12
6192,ZPH,212,task3-TSR-2.0,train,v1-task2-NR-ZPH-212.pickle,"As a managing partner of Brown Brothers Harriman, he sat on several corporate boards, including the following:",12
6193,ZPH,213,task3-TSR-2.0,train,v1-task2-NR-ZPH-213.pickle,"Bush was born in Columbus, Ohio to Flora Sheldon and Samuel Prescott Bush, a steel company president and later a U.S. government official in charge of coordination and assistance to major weapons contractors during World War I.",25
6194,ZPH,215,task3-TSR-2.0,train,v1-task2-NR-ZPH-215.pickle,"There, he played varsity golf, football, and baseball, and was president of the Yale Glee Club.",14
6195,ZPH,216,task3-TSR-2.0,train,v1-task2-NR-ZPH-216.pickle,"On May 18, 1916 he was ""tapped"" to join the Skull and Bones society at Yale.",15
6196,ZPH,217,task3-TSR-2.0,train,v1-task2-NR-ZPH-217.pickle,"Other new ""Bonesmen"" that year were E. Roland Harriman, H. S. Fenimore Cooper (grandson of James Fenimore Cooper), Knight Wooley (son of Ulysses Grant Wooley), Ellery James, and Henry Neil Mallon.",23
6197,ZPH,218,task3-TSR-2.0,train,v1-task2-NR-ZPH-218.pickle,"He was a member of the Executive Committee of the United States Golf Association (USGA) from 1928-1935, serving successively as Secretary, Vice President and President.",17
6198,ZPH,219,task3-TSR-2.0,train,v1-task2-NR-ZPH-219.pickle,"After his discharge in 1919, Bush went to work for the Simmons Hardware Company in St. Louis, Missouri.",13
6199,ZPH,22,task3-TSR-2.0,train,v1-task2-NR-ZPH-22.pickle,"He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck.",25
6200,ZPH,220,task3-TSR-2.0,train,v1-task2-NR-ZPH-220.pickle,"From 1947 to 1950 he served as Connecticut Republican finance chairman, and was the Republican candidate for the United States Senate in 1950, losing to Senator William Benton by only 1,000 votes.",26
6201,ZPH,221,task3-TSR-2.0,train,v1-task2-NR-ZPH-221.pickle,"The following year, Bush was Connecticut chairman of the United Negro College Fund, and was one of the UNCF's earliest supporters.",16
6202,ZPH,222,task3-TSR-2.0,train,v1-task2-NR-ZPH-222.pickle,"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",10
6203,ZPH,223,task3-TSR-2.0,train,v1-task2-NR-ZPH-223.pickle,She is the mother of actors Jason and Robert Schwartzman and aunt to actor Nicolas Cage.,12
6204,ZPH,224,task3-TSR-2.0,train,v1-task2-NR-ZPH-224.pickle,"Born Talia Rose Coppola in Lake Success, Long Island, New York, she is the sister of director and producer Francis Ford Coppola.",17
6205,ZPH,225,task3-TSR-2.0,train,v1-task2-NR-ZPH-225.pickle,"Shire became famous for her roles as the wife of boxer Rocky Balboa in the Rocky movies, and for her role in The Godfather and its sequels.",21
6206,ZPH,226,task3-TSR-2.0,train,v1-task2-NR-ZPH-226.pickle,"She was nominated for the Academy Award for Best Supporting Actress for The Godfather, Part II and for the Best Actress in a Leading Role for Rocky.",22
6207,ZPH,227,task3-TSR-2.0,train,v1-task2-NR-ZPH-227.pickle,"Margaret Tyndal Winthrop (February 23, 1880 - July 7, 1970) was the maternal grandmother of U.S. 111Senator John Kerry, the Presidential candidate.",18
6208,ZPH,228,task3-TSR-2.0,train,v1-task2-NR-ZPH-228.pickle,"(Winthrop's daughter, Rosemary Isabel Forbes, was Kerry's mother.)",8
6209,ZPH,229,task3-TSR-2.0,train,v1-task2-NR-ZPH-229.pickle,"Winthrop died at St. Briac Sur Mer, Ille-et-Vilaine, France.",7
6210,ZPH,23,task3-TSR-2.0,train,v1-task2-NR-ZPH-23.pickle,"Rosemary Clooney (May 23, 1928 - June 29, 2002) was an American popular singer and actress.",14
6211,ZPH,230,task3-TSR-2.0,train,v1-task2-NR-ZPH-230.pickle,"Other notable figures in this branch of the family tree are Franklin D. Roosevelt (Kerry's 4th cousin twice removed), Jane Addams, Calvin Coolidge (Kerry's 8th cousin once removed), and ironically, George H.W. Bush (Kerry's 9th cousin once removed), and George W. Bush (Kerry's 9th cousin, twice removed).",40
6212,ZPH,231,task3-TSR-2.0,train,v1-task2-NR-ZPH-231.pickle,"[1] She also has some relation to all the royal houses of Europe, including such figures as Henry III, Henry II, Henry I, Richard the Lionheart, and Russian czar Ivan the Terrible.",23
6213,ZPH,232,task3-TSR-2.0,train,v1-task2-NR-ZPH-232.pickle,She was born in Massachusetts and raised in Boston.,5
6214,ZPH,233,task3-TSR-2.0,train,v1-task2-NR-ZPH-233.pickle,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",11
6215,ZPH,234,task3-TSR-2.0,train,v1-task2-NR-ZPH-234.pickle,"Her ancestors include James Bowdoin, former governor of Maine, and John Winthrop, the first governor of the Massachusetts Bay Colony.",15
6216,ZPH,235,task3-TSR-2.0,train,v1-task2-NR-ZPH-235.pickle,"David Manners (April 30, 1901 - December 23, 1998) was a Canadian film actor.",11
6217,ZPH,236,task3-TSR-2.0,train,v1-task2-NR-ZPH-236.pickle,"Born Rauff de Rither Duan Acklom in Halifax, Nova Scotia, Manners came to Hollywood at the beginning of the talking films revolution after studying acting with Eva Le Gallienne, and acting on stage with Helen Hayes.",25
6218,ZPH,237,task3-TSR-2.0,train,v1-task2-NR-ZPH-237.pickle,"In 1940, he officially changed his name to David Joseph Manners and became a naturalized citizen of the United States.",14
6219,ZPH,238,task3-TSR-2.0,train,v1-task2-NR-ZPH-238.pickle,"He was ""discovered"" by the film director James Whale, and within a few years, he was a popular leading man, playing opposite such up and coming actresses as Katharine Hepburn, Gloria Stuart, Myrna Loy, Loretta Young, and Ann Dvorak, and he was paired several times with Helen Chandler.",31
6220,ZPH,239,task3-TSR-2.0,train,v1-task2-NR-ZPH-239.pickle,"His most widely seen role was as Jonathan Harker in Tod Browning's Dracula (1931), though he commented throughout his life that he had never watched the film and did not intend to.",22
6221,ZPH,24,task3-TSR-2.0,train,v1-task2-NR-ZPH-24.pickle,"In 1954 she, along with Bing Crosby, Danny Kaye, and nVera-Ellen, starred in the movie White Christmas.",14
6222,ZPH,25,task3-TSR-2.0,train,v1-task2-NR-ZPH-25.pickle,"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor.",19
6223,ZPH,26,task3-TSR-2.0,train,v1-task2-NR-ZPH-26.pickle,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",40
6224,ZPH,27,task3-TSR-2.0,train,v1-task2-NR-ZPH-27.pickle,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",15
6225,ZPH,28,task3-TSR-2.0,train,v1-task2-NR-ZPH-28.pickle,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,14
6226,ZPH,29,task3-TSR-2.0,train,v1-task2-NR-ZPH-29.pickle,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",44
6227,ZPH,3,task3-TSR-2.0,train,v1-task2-NR-ZPH-3.pickle,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",29
6228,ZPH,30,task3-TSR-2.0,train,v1-task2-NR-ZPH-30.pickle,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",15
6229,ZPH,31,task3-TSR-2.0,train,v1-task2-NR-ZPH-31.pickle,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",23
6230,ZPH,32,task3-TSR-2.0,train,v1-task2-NR-ZPH-32.pickle,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",12
6231,ZPH,33,task3-TSR-2.0,train,v1-task2-NR-ZPH-33.pickle,In 1966 she went to United Artists Records.,7
6232,ZPH,34,task3-TSR-2.0,train,v1-task2-NR-ZPH-34.pickle,"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"".",12
6233,ZPH,35,task3-TSR-2.0,train,v1-task2-NR-ZPH-35.pickle,"Michael McManus (born February 5, 1959) is a syndicated columnist who wrote Ethics & Religion.",15
6234,ZPH,36,task3-TSR-2.0,train,v1-task2-NR-ZPH-36.pickle,"On January 28, 2005 it was revealed that he accepted money from the George W. Bush administration to promote their marriage initiative program, which he did not disclose to his readers.",24
6235,ZPH,37,task3-TSR-2.0,train,v1-task2-NR-ZPH-37.pickle,"Timothy Bush, Sr. (c. 1728 - c. 1815) - soldier.",9
6236,ZPH,38,task3-TSR-2.0,train,v1-task2-NR-ZPH-38.pickle,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts.",14
6237,ZPH,39,task3-TSR-2.0,train,v1-task2-NR-ZPH-39.pickle,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army.,19
6238,ZPH,4,task3-TSR-2.0,train,v1-task2-NR-ZPH-4.pickle,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",21
6239,ZPH,40,task3-TSR-2.0,train,v1-task2-NR-ZPH-40.pickle,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",13
6240,ZPH,41,task3-TSR-2.0,train,v1-task2-NR-ZPH-41.pickle,"He died in Springport, New York in 1815.",6
